dir,dataset,backbone,norm_mode,augmentation,aug_param,window_ms,seed,n_subjects,n_rows,subject_id_set_hash,source_of_config,confidence,mtime_earliest,mtime_latest
results_lda_persubj,SIAT,UNKNOWN,see source,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:unknown; norm_mode:documented(REPRODUCE.md:62); augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-07-19T08:31:44+00:00,2026-07-19T08:31:44+00:00
results_locus,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,,dataset:unknown; backbone:unknown; norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-03T09:37:44+00:00,2026-09-03T17:02:22+00:00
results_loso_freq,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(REPRODUCE.md:35); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-13T11:52:47+00:00,2026-03-13T19:21:32+00:00
results_loso_freq_coral,SIAT,classical:RF,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-07-09T08:39:50+00:00,2026-07-09T12:34:57+00:00
results_loso_freq_mi27,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(README.md:151); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-20T19:06:05+00:00,2026-03-20T21:22:10+00:00
results_loso_freq_mi27_globnorm,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(README.md:155); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-21T14:16:14+00:00,2026-03-21T16:29:32+00:00
results_loso_freq_mi36,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(README.md:150); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-20T16:35:17+00:00,2026-03-20T19:05:55+00:00
results_loso_freq_mi36_globnorm,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(README.md:154); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-21T11:40:27+00:00,2026-03-21T14:16:03+00:00
results_loso_freq_norm_none,SIAT,classical:RF,UNKNOWN,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-19T13:26:24+00:00,2026-03-19T20:37:58+00:00
results_loso_freq_norm_robust,SIAT,classical:RF,UNKNOWN,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-19T20:39:04+00:00,2026-03-20T01:28:38+00:00
results_loso_freq_persubj,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(REPRODUCE.md:35); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-19T04:17:35+00:00,2026-03-19T13:23:29+00:00
results_loso_freq_rfe27,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(README.md:149); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-20T13:50:13+00:00,2026-03-20T16:35:08+00:00
results_loso_freq_rfe27_globnorm,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(README.md:153); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-21T08:53:31+00:00,2026-03-21T11:40:18+00:00
results_loso_freq_rfe36,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(README.md:148); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-20T10:21:35+00:00,2026-03-20T13:49:39+00:00
results_loso_freq_rfe36_globnorm,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(README.md:152); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-03-21T06:15:05+00:00,2026-03-21T08:53:07+00:00
results_loso_freq_streaming,SIAT,classical:RF,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-07-08T03:14:53+00:00,2026-07-18T13:35:49+00:00
results_loso_light,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(README.md:132); augmentation:unknown; window_ms:verified(filename token: windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(base),unknown,2026-03-09T21:18:31+00:00,2026-03-22T12:30:41+00:00
results_loso_norm_none,SIAT,classical:RF,UNKNOWN,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(base),unknown,2026-03-17T17:34:24+00:00,2026-03-18T01:04:34+00:00
results_loso_norm_persubj,SIAT,classical:RF,see source,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(README.md:140); augmentation:unknown; window_ms:verified(filename token: windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(base),unknown,2026-03-18T03:47:58+00:00,2026-03-18T15:33:52+00:00
results_loso_norm_robust,SIAT,classical:RF,UNKNOWN,UNKNOWN,UNKNOWN,250,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_base__RF_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(base),unknown,2026-03-18T16:24:21+00:00,2026-03-18T21:05:45+00:00
results_p10_mpchandrop_resnet_se_sd0.60,SIAT,resnet_se,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-03T14:10:44+00:00,2026-09-03T14:10:44+00:00
results_p10_mpchandrop_resnet_se_sd0.80,SIAT,resnet_se,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-03T16:15:02+00:00,2026-09-03T16:15:02+00:00
results_p10_mpchandrop_resnet_se_sd1.00,SIAT,resnet_se,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-03T16:59:06+00:00,2026-09-03T16:59:06+00:00
results_p5_subset_resnet_se,SIAT,resnet_se,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-03T03:01:07+00:00,2026-09-03T03:01:07+00:00
results_p6_gainjitter_resnet_se_sd0.30,SIAT,resnet_se,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-03T05:52:47+00:00,2026-09-03T05:52:47+00:00
results_p6_gainjitter_resnet_se_sd0.40,SIAT,resnet_se,UNKNOWN,see source,see source,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:documented(run_p5_p6.sh:33); window_ms:unknown; seed:unknown,unknown,2026-09-03T04:00:57+00:00,2026-09-03T04:00:57+00:00
results_p6_gainjitter_resnet_se_sd0.50,SIAT,resnet_se,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-03T06:53:49+00:00,2026-09-03T06:53:49+00:00
results_p6_mpchandrop_resnet_se_sd0.40,SIAT,resnet_se,UNKNOWN,see source,see source,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:documented(run_p5_p6.sh:34); window_ms:unknown; seed:unknown,unknown,2026-09-03T04:57:29+00:00,2026-09-03T04:57:29+00:00
results_p7_mpchandrop_resnet_se_sd0.50,SIAT,resnet_se,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-03T08:13:38+00:00,2026-09-03T08:13:38+00:00
results_p9_atten_resnet_chandrop,SIAT,resnet,UNKNOWN,see source,see source,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:documented(run_p9_p10.sh:45); window_ms:unknown; seed:unknown,unknown,2026-09-03T11:21:26+00:00,2026-09-03T11:21:27+00:00
results_p9_atten_resnet_noaug,SIAT,resnet,UNKNOWN,see source,see source,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:documented(run_p9_p10.sh:44); window_ms:unknown; seed:unknown,unknown,2026-09-03T10:21:32+00:00,2026-09-03T10:41:49+00:00
results_p9_atten_resnet_se_chandrop,SIAT,resnet_se,UNKNOWN,see source,see source,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:documented(run_p9_p10.sh:47); window_ms:unknown; seed:unknown,unknown,2026-09-03T12:54:08+00:00,2026-09-03T12:54:09+00:00
results_p9_atten_resnet_se_noaug,SIAT,resnet_se,UNKNOWN,see source,see source,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:documented(run_p9_p10.sh:46); window_ms:unknown; seed:unknown,unknown,2026-09-03T11:51:30+00:00,2026-09-03T11:51:31+00:00
results_parity,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,,dataset:unknown; backbone:unknown; norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-03T01:52:36+00:00,2026-09-03T08:23:29+00:00
results_repro_250global_r2,SIAT,resnet_se,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-01T14:11:46+00:00,2026-09-01T14:11:46+00:00
results_repro_250global_r3,SIAT,resnet_se,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-01T15:04:35+00:00,2026-09-01T15:04:35+00:00
results_rf_calibrated,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,,dataset:unknown; backbone:unknown; norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-07-25T11:55:43+00:00,2026-07-25T21:29:45+00:00
results_sd_resnet_se,SIAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:unknown; norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-07-20T04:11:26+00:00,2026-07-20T04:11:26+00:00
results_sd_resnet_se_smalldata,SIAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:unknown; norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-07-20T05:12:15+00:00,2026-07-20T05:12:15+00:00
results_seed_stability,,see source,UNKNOWN,UNKNOWN,UNKNOWN,250,see source,0,0,,dataset:unknown; backbone:documented(EXPERIMENT_PLAN_CHANNEL_DROPOUT.md:159); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w250_ov50_conf60_AorR_features_ext__RF_nested_loso_subjectwise.csv); seed:documented(REPRODUCE.md:61); feature_set:verified(ext),unknown,2026-07-09T18:53:40+00:00,2026-07-10T14:03:36+00:00
results_stdup_subsample,SIAT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,80,6363bc2d2c83,dataset:verified(subject-id range); backbone:unknown; norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-07-19T09:41:28+00:00,2026-07-20T06:27:34+00:00
results_variance_decomposition,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,,dataset:unknown; backbone:unknown; norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-07-25T11:48:21+00:00,2026-08-29T18:36:05+00:00
results_w2_g1,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0,0,,dataset:unknown; backbone:unknown; norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-02T04:04:34+00:00,2026-09-02T04:04:34+00:00
results_w3_nores_chandrop,SIAT,resnet_nores,UNKNOWN,see source,see source,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:documented(run_w3_nores.sh:35); window_ms:unknown; seed:unknown,unknown,2026-09-02T12:01:25+00:00,2026-09-02T12:01:25+00:00
results_w3_nores_noaug,SIAT,resnet_nores,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-02T11:12:23+00:00,2026-09-02T11:12:23+00:00
results_w4_gainjitter,SIAT,resnet,see source,see source,see source,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:documented(EXPERIMENT_PLAN_GAIN_JITTER.md:108); augmentation:documented(run_w4_gainjitter.sh:24); window_ms:unknown; seed:unknown,unknown,2026-09-02T10:01:30+00:00,2026-09-02T10:01:30+00:00
results_w5,,UNKNOWN,UNKNOWN,see source,see source,UNKNOWN,UNKNOWN,0,0,,dataset:unknown; backbone:unknown; norm_mode:unknown; augmentation:documented(EXPERIMENT_PLAN_DEPTH_VS_CAPACITY.md:115); window_ms:unknown; seed:unknown,unknown,2026-09-02T23:35:21+00:00,2026-09-02T23:35:21+00:00
results_w5_narrow_chandrop,SIAT,resnet_nores,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-02T23:35:18+00:00,2026-09-02T23:35:18+00:00
results_w5_narrow_noaug,SIAT,resnet_nores,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-02T23:04:44+00:00,2026-09-02T23:04:44+00:00
results_w5_shallow_chandrop,SIAT,resnet_nores,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-02T22:45:44+00:00,2026-09-02T22:45:44+00:00
results_w5_shallow_noaug,SIAT,resnet_nores,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:unknown; augmentation:unknown; window_ms:unknown; seed:unknown,unknown,2026-09-02T22:03:49+00:00,2026-09-02T22:03:49+00:00
results_win150_cnn_global,SIAT,resnet_se,see source,see source,see source,UNKNOWN,see source,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:documented(EXPERIMENT_PLAN_WINDOW_LENGTH.md:195); augmentation:documented(EXPERIMENT_PLAN_WINDOW_LENGTH.md:195); window_ms:unknown; seed:documented(EXPERIMENT_PLAN_WINDOW_LENGTH.md:195),unknown,2026-08-31T16:43:57+00:00,2026-08-31T16:43:57+00:00
results_win150_cnn_persubj,SIAT,resnet_se,see source,see source,see source,UNKNOWN,see source,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(cnn_arch_summary.csv); norm_mode:documented(EXPERIMENT_PLAN_WINDOW_LENGTH.md:194); augmentation:documented(EXPERIMENT_PLAN_WINDOW_LENGTH.md:194); window_ms:unknown; seed:documented(EXPERIMENT_PLAN_WINDOW_LENGTH.md:194),unknown,2026-08-31T15:32:31+00:00,2026-08-31T15:32:31+00:00
results_win150_global,SIAT,classical:SVM,see source,UNKNOWN,UNKNOWN,150,see source,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(EXPERIMENT_PLAN_WINDOW_LENGTH.md:175); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:documented(EXPERIMENT_PLAN_WINDOW_LENGTH.md:175); feature_set:verified(ext),unknown,2026-08-31T19:46:23+00:00,2026-09-01T08:20:13+00:00
results_win150_global_sh1,SIAT,classical:SVM,UNKNOWN,UNKNOWN,UNKNOWN,150,UNKNOWN,6,6,a78468cd8050,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-08-31T23:07:12+00:00,2026-09-01T00:34:41+00:00
results_win150_global_sh2,SIAT,classical:SVM,UNKNOWN,UNKNOWN,UNKNOWN,150,UNKNOWN,6,6,d45c5fb31a8d,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-08-31T23:07:30+00:00,2026-09-01T00:34:59+00:00
results_win150_global_sh3,SIAT,classical:SVM,UNKNOWN,UNKNOWN,UNKNOWN,150,UNKNOWN,6,6,e524b5dbbc5b,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-08-31T23:07:47+00:00,2026-09-01T00:35:18+00:00
results_win150_global_sh4,SIAT,classical:SVM,UNKNOWN,UNKNOWN,UNKNOWN,150,UNKNOWN,6,6,fa2bbb406a26,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-08-31T23:07:59+00:00,2026-09-01T00:35:22+00:00
results_win150_global_sh5,SIAT,classical:SVM,UNKNOWN,UNKNOWN,UNKNOWN,150,UNKNOWN,8,8,1f7c5b328d84,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-08-31T23:08:00+00:00,2026-09-01T01:00:43+00:00
results_win150_persubj,SIAT,classical:SVM,see source,UNKNOWN,UNKNOWN,150,see source,40,40,6363bc2d2c83,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:documented(EXPERIMENT_PLAN_WINDOW_LENGTH.md:176); augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:documented(EXPERIMENT_PLAN_WINDOW_LENGTH.md:176); feature_set:verified(ext),unknown,2026-08-31T20:14:27+00:00,2026-09-01T08:20:13+00:00
results_win150_persubj_sh1,SIAT,classical:SVM,UNKNOWN,UNKNOWN,UNKNOWN,150,UNKNOWN,7,7,56a09d72d440,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-08-31T23:06:55+00:00,2026-09-01T00:44:29+00:00
results_win150_persubj_sh2,SIAT,classical:SVM,UNKNOWN,UNKNOWN,UNKNOWN,150,UNKNOWN,7,7,c1a44697ff7d,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-08-31T23:07:06+00:00,2026-09-01T00:44:03+00:00
results_win150_persubj_sh3,SIAT,classical:SVM,UNKNOWN,UNKNOWN,UNKNOWN,150,UNKNOWN,7,7,6b21ce5d96f7,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-08-31T23:07:08+00:00,2026-09-01T00:43:39+00:00
results_win150_persubj_sh4,SIAT,classical:SVM,UNKNOWN,UNKNOWN,UNKNOWN,150,UNKNOWN,7,7,7cb526fc8a56,dataset:verified(subject-id range); backbone:verified(subjectwise filename); norm_mode:unknown; augmentation:unknown; window_ms:verified(filename token: freq_windows_WAK_UPS_DNS_STDUP_v1_w150_ov50_conf60_AorR_features_ext__SVM_nested_loso_subjectwise.csv); seed:unknown; feature_set:verified(ext),unknown,2026-09-01T00:48:25+00:00,2026-09-01T01:43:44+00:00
